,0
0,DDCBCCBAAAA DDBAAAABBCD AAABBCCDDDD DDDDDCCBAAA DDDCBAAAABB AAABBCDDDDD DDDDCCBBAAA DDCBBBBAAAA AAAABBCCDDD AAABBCCCDDD AAABCDDDDCB DDBAABBBBBB AAABBCCCDDD AAAABBBCDDD DDDDCBBAAAA CBAAABBCDDD BCCDDDCBAAA DDDCCBBAAAA DDDDCCBBAAA BBAAAABCDDD BCDDDCCBAAA DDDCCCBBAAA DDDDCCBBAAA AAAABCDDDDD DDDCBAAAABB AAABCCCCCDD BBCDDCAABBC AAAABCCCDDD AAABBCCCCDD AAAABBBCDDD
1,AAACDDDCCCC DDDCBBAAAAA AAAABCCCDDD ABCCDDDCCAA DDDCBBBBAAA DDDDCCBBAAA BAAAABCCDDD AAABBCCDDDD DDDDCCBAAAA AAABBCCDDDD AAABBBBCDDD AABCDDDDCBA DDCBBBBBBBB DDDCCBAAAAB AAAABCCDDDD DDDCCCCBAAA AAAABBCCDDD DDDDCBBAAAA DDDCCBBBAAA DDDCBAAABBA BAAAACDDDCB DDDDCCBAAAA CCCCCCBAABD ABDDDDCBAAA DDBAAABBBCC ABDDDDBBAAA AAABBCCCDDD AAAABBCCDDD AAABBCCDDDD AAABBBBCCDD
2,BCDDDCBBAAA DDDCBBBAAAA DDDDDCBBAAB DDDDDCCBAAA DDDCCCBBAAA DDDCBBAAAAB AAAABBCCDDD DDDDCCBBAAA DDDCBBAAABC AAABBCCDDDD AAABBBCCDDD AAABBCCDDDD AAABBCCCDDD ABBCDDDDCAA DDDCCBBBAAA AAAABBCCDDD ABCDDDCBAAA DDCCBBAAAAB DDDDCCBBAAA CBBBBAABCDD AACDDDCCCBB DDDCCCBBAAA DDDDCCBBAAA DDDDCBBAAAA BAAABBBCDDD AAABBBCCDDD AABDDBBBBDD AAAABBCCDDD AAABBBCDDDD AAAABBBCDDD
3,CDDBBBAABBC AAAABBCCDDD AAAABCCDDDD AAABBCCDDDD DDDCAABBCAA DDDDCCBBAAA AAAABBCCDDD AABCDDDCBAA DDDCCBBAAAA AAAACCCDDDD AAAABBBCDDD DDDDBAAAABB AAABCCDDDCC AAABBBBCCDD AABCDDDCBAA DDDCCBCBAAA AAAABBCCDDD AAACDDCCCCC BAABBBBCDDD DDDDDCCBAAA DBBAAABBCDD AAACDDDDCCB DDDCCCBBAAA CBAAABDDDDC CCBAAABCDDD AAABBCCCDDD AAABBBCCDDD AAABBBCCDDD AAABBCCDDDD AAAABBCCDDD
4,DDDCCCBBBAA DCBAAAABCDD AAABBCCDDDD ABCCDDDCBAA DCBBAAAACDD AAAABBCCDDD DDDDCCBBAAA DCBAAABBCCD AAAABBCCDDD AAABBCCDDDD DDDDDCCBAAA AAABBCCCDDD AAABBCCCDDD AAABBCDDDDB DDDCCBBBAAA AAAABCCDDDD CCDDDCCBAAA DDDCBBAAAAA DDDDCCCBAAA BBBBAAABDDD ABDDDDCBBAA DDDCCBBAAAA DDDDCCBBAAA AAAABCCDDDD DDCBBAAABBC ABDDDCBBBAA DDDDDCBAAAA DDDCCCBAAAA DDDCCBBBAAA DDCBAAAABCD
5,DDBCBBBAAAC AAABBCCCDDD AAABBBCCDDD ABBBBBBBBDD AAACCCCCDDD DDDDCCBBAAA DDDCBAAAABC AAABBBCCDDD AAABBCDDDDC DDDDCBBAAAA DDCCCBAAAAA CCCCCCCCCAA DDBBBBBBBBB CCCBBAAABCD AAAABCCDDDD AABCCDDDCBB DDDCCCBBAAA DDDCBBAAAAB AAAABCDDDDD DDDDCCBBAAA DDDCCBBAAAA DDDCCCBBAAA DDDCCCBBAAA AAAAABBCDDD AAABBCCDDDD AAABDDDCCDC BBBBAAAACDD DBAAABBCDDD CBBAAAABDDD AAAAABBCDDD
6,AAACCDDDCCC DDDDCBBAAAA DDDCBAAABBB BBBAAABCDDD DDDDCBBBAAA DDDDCCBBAAA DCBAAAABCDD AAABBBCDDDD DDDDCBBAAAA AAABBCCDDDD DDDCCCBBAAA AACCBCCCDCD DDDCCCCCBAA DDDCCBBBAAA AAAAABCCDDD AAABBCCDDDD AAAABBCDDDD AAAABBCCDDD AAABBBCCDDD BBCCDDDCBAA DDDCCBBAAAA AABCCCCCDDD CCDCCCCCBAA DDDDCCBAAAA DDDCBBAAAAA DDCBBAAAACD AAAACDDDBBB BBCCCDDCAAA CCCCCCCCBAA DDDDCCAAAAB
7,DDDCCBBAAAA BAAAABBCDDD AAABBCCCDDD AABBDDDCBCA DDDDCCBBAAA DDDCCCBAAAA AAAABBCCDDD CCDDDCCBAAA DDDCBAAAABB AAABBCCDDDD AAAABBBCDDD DDDDCBAAAAA AAABBCCDDDD AAAABBCCDDD ABCDDDCBAAA DDDCCCBBAAA AAAABBCCDDD AAABBCCDDDD DDDCCBBBBAA DDDDCCBBAAA BBAAAABCDDD DDDDCCCBAAA BBBBBAABCDD DDDCCBBAAAA CBAAABBCDDD ABCDDDBBBAB AABBBBCCCDD AAAABCCCDDD AAABCCCCDDD BBBAAABBCDD
8,DDDCCCCBAAA DDDCCBBAAAA DDDDCCBBAAA DDDDCCBBAAA DDDCCBBAAAA AAABBBCCDDD DDDDCCBBAAA DDDCCBBAAAA BBAAAABCDDD AAABBCCDDDD AAABBCCDDDD DDDDCBAAAAA AAABBCCDDDD AAAABBBCDDD DDDCCBAAAAA AAAAABCCDDD AABCCDDDCBA DDDCBBBAAAA DDDDCCBBAAA DDDDCCBAAAA AAABBBCCDDD DDDDCBBBAAA DDDCCCBBAAA DCBAADDCBBA AAAABBCDDDD AAABBCCDDDD AAABBBBCDDD AAAABBCCDDD AAAABBCCDDD AAAABBCCDDD
9,CDDDCCBBAAA DDCBBAAAABB AAABBCCDDDD AAABCCDDDDD DCBBABBDDCA DDDDCBBAAAA CBAAABCDDDD DDDDCCBBAAA AAAABBCCDDD AAABCCCDDDD AABBCDDDDBA AAABBCCCDDD AAABBBCCDDD AABBCDDDDBA DDDCCBBAAAA DDDBAAABBCD AAABBCCCDDD CDDDCCBAAAA DDDDCCBBAAA DDDDCCBAAAA AAAABBCDDDD DDDDCCBBAAA CBBAACDDCBA AAABBCCDDDD DDDCBBAAAAA AAABBCCCDDD AAAABBCDDDD AAABBCCCDDD AAABBCCCDDD AAAABBBCDDD
10,CDBBABDDBBA AAAAABCCDDD AAABBBCCDDD AAABCCDDDCC DDDCCCBBAAA AAAABBCCDDD AAABBCCDDDD DDDCCBBAAAA DDDDCCBAAAA DDDCBBBAAAA DDDCBBAAAAB AAABBBCCDDD AABCDDDDCBA DDDDCBBAAAA AAAABBCCDDD CDDDDCBBAAA CCBAAAABDDD AAABCCDDDDD AAABBBCCDDD CDDDDCCBAAA DDBAABCCCBB DDDCBBAABAA DDDCCCBBAAA DDDCCBAAAAA AAABBCCDDDD AABCCDCCDCC AACCCCCBBCD DDDDBAAABBA AAACCDDCBCB AAAAABBCDDD
11,DDDCCBBAAAA DDDCCBBAAAA DDDCCBBBAAA DDDCCCBBAAA DDDDCCBBAAA CCBAAAABCDD AAABBCCDDDD BCDDDCCBAAA DDDDCBBBAAA DDCBAAABBCC AAABBBCCDDD AAABBCCCDDD AABBCCDDCDD AAABBCDDDCB DDDCCBBBAAA CBBBAAABCDD AAABBCCCDDD BCDDDCBBAAA AABCCCDDDCA DDDDCCBBAAA DDDCCBBAAAA AAABBCCDDDD DDDDCCCBAAA DDCBAAAACDD BDDDCCBBAAA DDDCBBAAAAA ABCCCCBBCDD AAAABBCCDDD ABBBBBBBCDD AAAABBBCDDD
12,CDDDDCBBAAA DDDCBBBAAAA AABCDDDDBAA DDDDDCCBAAA DDDCCCBBAAA DDDDCCBAAAA AAAABBCCDDD AAABBCCDDDD DDDDCCBBAAA DDDCCBAAAAA AAABBBCCDDD AAABBCCCDDD AAABBCCDDDD AAABBBBCDDD AABCDDDDBAA DDCBAAABBDD ABCDDDCCBAA DDDCBBBAAAA DDDDDCCBAAA DDDDCCBBAAA CBBBAAABCDD AAABCDDDDCC DDDDCCBBAAA AAAAABCCDDD DDDDDCBBAAA DBAAABBCDDD DDDAAABCCBB CCCBAAABCDD AAABBCCDDDD AAAABBBCDDD
13,DDDDCBBBAAA DDDCCBBBAAA DDDCCBBBAAA DDDCCCBBAAA CBBBBAAACDD AAABBCCDDDD DDDDCCBBAAA DDDCCCBBAAA AAABBCCDDDD AAABBCCDDDD DDDBAAABBCC AAABBCCDDDD AAABBBCCDDD DDDDCCBBAAA BBAAAABCDDD DDDDDCBBAAA DDDCCBBAAAA AAABCCDDDDC AAAABCCCDDD DDDDCCBBAAA DDDCBBAAAAA BBAAAABCDDD AAABBCDDDDD DDDCCBBAAAA AAABBCCCDDD BBCDDDDCBAA CBAAAABDDDD DDDCCCBBAAA DDBAAABCCDD AAAABBCCDDD
14,AAACCCCDDDD DDDDBBAAABC AAABBBCCDDD AABCCDDDCBB DDDCBBBAAAA DDDDCCBBAAA DDDCBBAAAAB AAAABBCDDDD DDDCCCBBAAA BAAABBCCDDD AAABBBBCDDD AAABBCCDDDD ABDDDDCCBAA AAAABBBCDDD DDDDDCBBAAA DDDCBBAAAAB AAABBCCCDDD DDDCCBBAAAA DDDDCBAAABB DDDDCCBBAAA AAAABBCCDDD AACCCCCCCCC DDDDCCCBAAA DDDCCBAAAAA DDBAAAABBCD AAABBCCCDDD AAABBCBCDDD AAABBBBBCDD AAABBCDDDDD AAAABCCCDDD
15,DDDCCBBBAAA DDCBAAAABCD AAABBCCCDDD BBCDDDDCBAA DDDCCCBBAAA BBBAAABCDDD AAABBCCDDDD DDDCCBBBAAA DDDDCBBAAAA AAABBCCDDDD AAABBBCCDDD AAABBCCCDDD AAABBBCCDDD AAAABBCCDDD DDDDCBBAAAA CCBBAAABCDD AAABBCCDDDD DDDCBBAAAAA DDDDCCCBAAA DDDDCCBBAAA DDDCCBBAAAA AAABCCDDDDC DDDDCCBBAAA AAAABCCDDDD DDDCCDCBAAA DCAAABCCCDD AAABBCCCDDD AAAAABCDDDD AAABBCCDDDD AAAABBBCDDD
16,ABBDDDCCBAA DDDCCBBAAAA DDDCCBBBAAA DDDCCCBBAAA DDDCCCBBAAA BAAAABBCDDD AAABBCDDDDD DDDCCBBBAAA DDDCCBAAAAA AAABBCCDDDD AAABBBBCCDD AABCCDDDDBA AAABBBCCDDD AAABBBCDDDD DDDDCBBAAAA DDDCCBBAAAA AAAABBCCDDD AAABBCDDDDD DDDCCCBBAAA DDDCBAAABBC AAAABCDDDCC DDDCCCBBAAA DDDDCCBBAAA AAAABCDDDDD DDDDCCBBAAA AAABBCCCDDD AAABBBCCDDD AAABBCCCDDD AAABBCCCDDD AAABBBCCDDD
17,BAAAAABCDDD DDDCCBBAAAA DDDCCBBAAAA DDDDCCCBAAA DDDCBBBBAAA DDDDCCBAAAA AAABBCCDDDD DDDCCBBBAAA DCAAABBCCDD AABBCCCCDDD AAAABBCDDDD DBAABBBCCCC AAABBBCCDDD AAAABBCCDDD DDDDCCCBAAA DDDDBAAAAAA AAABBBABDDD DDDCCBBAAAA DDDDCCBBAAA AAAAABCDDDD AAABDDDDCBB DDDCCBBAAAA DCBAAAAABCD ABBAAABCDDD BCCDDDCBAAA DDDCBAAAABB AAABBBCCDDD AAABBBBCDDD AAACCCDDDCB DDDDCCBAAAA
18,DDCDDDCBAAA DDDCBBBAAAA DDDCCBBBAAA DDDCCCBBAAA BBBBBABBDDD AAABBCCDDDD DDDCCBBBAAA BAAAABCCDDD AAABBCCDDDD BBBCDDDDBAA AAAABBCCDDD AAABCCCDDDD AABAABCDDDC DDDCCCBBAAA DDDCBAAABCC AAABBBBCDDD DDDCCBBAAAA AAABBCCDDDD DDDDCCCBAAA AAABBCCDDDD AABDDDDCCBB DDDCCBBBAAA AAAABBCCDDD AAABCDDDDCC DDDCBBAAAAB AAABBCCCDDD BBCCDDDDBAA CCCDDDCBBAA AAAAABCCDDD AAABBBCCDDD
