,0
0,HHHGFA BAHHGA GHAHHA HHHDCA DCHEHA AAABDH AAACDH AAAHAH AAGAHH BCAHHD HHHGHA HHHFFA HHHEEA HHHBAA BCAAAH AAACCH AAADFH CBHHBA FFDHHA HHHEEA HHHFDA HHHCCA GGHBHA EDHBAH AAADCH AAACBH AAADDH AAADDH AAAEDH AAABCH AAACCH AAADBH HHHGDA HHHFDA AAAEEH AAABDH AAAFEH AAAECH BBAABH AAAGAH AAACBH AAABBH BAAHHA HHHEDA HHGHGA HHHFFA AAACCH AAABBH AABBDH FFEHHA HHHEEA HHHDGA HHHDEA HHHDEA HHHDGA HHHFEA HHHFFA HHHFFA BBAACH AAAEDH AAAEFH HHHFGA HHHEEA HHHCEA HHHFFA HHHCEA FFFHHA HHHGEA HHHFBA CCAAAH AAADDH GGDHHA HHHDEA HHHBCA AAADDH AABBEH AAAHHB AAAHEH CCHAAH GGHGEA AABHAH HHGAAH AAAHGH AABAGH AAAABH AAAHHH AAABCH BBADAH AAACAH AAADDH AAACBH EDHHAD
1,BCBABH DDHAHA HHHFFA HHHFEA HHHECA FGAAAH AABBAH AABDEH AAACBH AAAHAH AAEHHA GGHHHA HHHEEA HHAGDA HHHFFA HHHGGA HHHEFA HHHEFA HHGBAA AAAACH AAACCH AAACCH AAACCH FEHHGA HHHEFA HHHEEA HHHCEA AACAEH AAADCH AAAFFH AAACCH AAABBH AAABBH AAAEDH AAAFEH HHHGHA HHHEFA AAADEH HHHFFA HHHFGA HHHEDA BCBAAH AAABBH AAACCH GGGHAA HHEHFA DDDHHA HHHBAA AAACCH AAACBH AAACBH AAAHHA HHHDFA HHHFAA HHHFEA HHHDFA HHHAAB HHHDFA HHGBAA CBCHAA HHFFDA AAAGHH HHFHGA HHHGFA HHHFGA HHHFFA HHGAHA GHHHFA CCAAAH AAADCH GGHHFA HHHGFA HHHDDA AAADBH BBAFEH AAAEGH GGFHHA HHACHA BBAAEH AAADDH AADAAH CCAFAH AAAFCH AAACBH AAABEH AAAFBH BBAHAD BBABAH AAACAH AAACCH AAADCH AAAFAH
2,AAAGHH HHHDEA HHHFFA HHHEEA HHHEEA HHHACA GHAHHA HHHEHA GHAAAH AAHFHA HHHHGA HHHFGA HHHEFA HHHEEA HHHFFA HHHEFA HHHABA CCCAAH BAABAH AAACCH AAADBH AAABDH HHHFFA HHHBHA HHHDGA HHHEHA AAABCH AAADDH AAAEDH AAADDH AAACCH AAACCH AAACBH AAADCH AAADDH AAADDH AAADDH AAADDH AAACBH AAABCH AACHFH GHHHFA HHHFFA HHGHEA HHHEEA HHHAAA AAABBH AAACDH AAAGCH HHHGHA HHHDEA HHHDEA HHHEFA CCDAAH HHHAHA HHHGGA HHHFFA HHHFFA HHHCAA AAADCH AAAEEH HHHFFA HHHBEA HHHFGA HHHEGA HHHFGA HHHGFA HHHDHA HHHBAA AAFHHA HHHEHA HHHABA HHHAAB AAAHEH AABDDH AAFABH BBCAHH AABHHH BBABBH GGHABA BBAEEH AAADCH AAABBH AAADCH AAADDH AAACDH AAAEDH BBAAAH BBAAAH AAADDH GFHHEA AAACCH
3,AAHHGA HHAHHA BBCAAH AAACBH AAAEEH AAADFH AAAHFH AAAEBH BBAAAH AAADCH AAADDH AAAGFH HHAHAA FGAAHG EDHAHA GGHBHA HHHCEA HHHGEA BAABDH AABAEH AABBDH AABBDH AADHHA HHHFFA HHHFFA HHHEFA BCAHFH AABFEH AAHAHH AAAGHH AAABCH AAABBH AAACBH CCCHHA HHHAAA AAACDH AABEFH AAADGH HHHDBA AABABH AABABH AAABBH AAACCH BBDHHA HHGFFA HHHCFA GGGAAH HHHDCA AAAFDH BBABCH AAADCH AAADBH BAGHGA HHCAAH FFHAAH CCCHAH BAHAHH HHHGGA HHHHFA HHHEEA HHHADA EEDAHG AAAGDH AAAEBH AABHHC GHHHFA HHHFFA HHHGDA HHHFEA HHHDEA AAACDH FFFHHA GGHHGA DDAAAH AAAECH AAACEH AAABFH AACAGH AAAEBH AABDAH AAADCH AAACBH AAADDH AAADCH AAACCH AAADCH AAADCH AAACBH AAACBH AAACCH AAACBH GGGHHA
4,EDHHHA GGHGCA HHHFFA HHHCCA FGBAAH AAABCH AAADDH AAACBH AAACEH AAACEH EEGHHA HHHFGA HHHDDA HHHAAH AAADDH AAADCH AAAFDH AAABDH HHHFGA HHHFFA HHHDEA HHHACA AAEABH AABABH AAABCH AAACCH AAAEDH AAADDH AAAEDH AAAEFH AAAGHH GGHHGA HHHABA AAADDH AAAEEH AAABCH AAAEDH AAAHBH AAACEH AAABCH AAACCH FFHHHA HHHEFA HHHEFA HHHGEA CDAAAH AAADDH AAADBH AAACFH HHHGFA HHHEEA HHHDEA HHHCCA GGGHHA HHHDCA HHHGGA HHHFGA HHHFGA FFGAAH AAACBH AAAEDH HHHEGA HHHCDA HHHEFA HHHEFA HHHEFA GGHGGA HHHFHA HHHCBA CCBAAH AABABH GGHHFA HHHCEA HHGECA AABGCH BBAAHH HHHCBA HHGDHA HHHAAG GGHEGA CBHHEA HHHCGA GGFHHA EDHHGA GGHGDA HHDGFA HHHEGA HHHEDA HHHFAA AAACBH AAADCH AAACDH
5,HHHAAA GFHHHA BBBABH AAAEEH AAABBH AAADDH AAADDH AAABBH AAADCH AAAECH AAAHFH BBAACH AAADDH AAGGBH AAAFEH HHHFGA HHHFGA HHHFGA HHHEEA HHHEDA AAADDH AAACEH BBAAAH AABEDH AAACCH AAADGH HHHDBA HHHAEA HHHEEA HHHAGA HHHDBA HHHHAA FFCHHA FGAAAH DDFHHA GGHHGA HHHABA AAADHH HHHFEA HHHEFA HHHBBA BBAAAH AAACBH AAACCH AAADDH AAAHEH AAFGAH HHHDAA HHHACA GHFHHA HHHGGA HHHDEA HHHDCA AAACAH BBAHAH AAACAH AAHHFA GHHGGA HHHGGA HHHFFA HHHDDA HHHDEA HHHEGA HHHFEA HHHGGA HHHFFA HHHEFA HHHGFA HHHDDA CCAAAH BAAACH AAAGEH AAADDH AAACDH AAAFFH AACHFH AAHBHA BAAHHA BAGHHA GHAAFH AAAGGH HHHAAA AAADCH AAAHFH GGHAHA DEAAAH AABBHH EDHHAA BABAAH AAEAGH GGGHHA HHHCBA
6,BBCAAH BAAAHH HHHEEA CBHHFA HHHFEA HHHABA HHHACA HHHAAB BAAHHA HHGHGA DDDAAH AAADDH FEHGFA HHHDCA HHHFFA GGHHHA HHHFFA HHHEFA HHHDDA BBBAAH AAAHFH AAACCH BBAABH BBAACH HHHFFA HHHEEA HHGFHA AAABFH AAADCH AAAEFH FFCHHA EDDHFA HHHFBA AAABFH BBAHHA AAHGAH HHCAHA GGHHHA HHGHHA HHHFEA HHHFFA HHHFFA HHHBCA AAABBH AAADDH AAADDH AAAEDH AAACGH BBFAAH AAACDH AAAHHG AADHBH AAAGBH AAAHFH AAACDH AAACCH AAADDH AAAFCH BADHHA HHHGGA HHHEEA HHHDEA HHHCCA BBAADH BAAAAH AAACDH FGABHB DDGHHA HHHEFA HHHFEA HHHFFA HHHEDA GGHFFA HHHFCA GGHAAB HHFGHA HHHACA BCAAFH AADHCC AAAHFH HHBAHA BBAAEH AACHHA HHHABB BACAAH FGACAH HHHDBA FFHHHA GGHHBA CCAAAH AAAFDH AAABBH
7,FEHHGA HHHCFA HHHGBA HHHAAA BBBAAH BBAAEH AAADBH AACGAH AADAAH BBAHHH AAHHHA EFAHHA GHAHHA GHHHBA HHHFGA HHHFGA GGHGGA HHHAAD AAAGAH AAADCH AAACCH AAADEH HHHEFA HHHEFA HHHEFA HHHABA AABCAH AAAEEH BBABEH AAAGGH BBBAGH AACBBH AAADCH AAAGEH HHHEEA AAACCH AAAEDH AAADDH AAACBH AAAACH AAADBH AAABBH AAACCH GGHHHA HHHEEA HHHFFA GGHCHA HHHDBA CDAGAH AABBBH AAACCH AAACCH AAACCH AAFHHG HHHFFA HHEFHA GGHGGA HHHFFA HHHFFA HHHFFA HHHDEA BAAAAH AAACBH AAFHHA HHGHFA HHHGEA HHHEFA HHHDAB AAACCH HHHGFA HHHABA HHFHEA HHHDEA AAADDH AABFEH AAADDH FFFHHA FEHAAG AAACCH DEAAAH CCAABH AAAHAH AAAHAH AABBBH AAACCH BBAHHH AAAHFH FFEHHA AAADCH AAABCH AAADBH AAACCH
8,EEBHHA BAAHHA HHHFFA HHHEEA HHHEEA HHHCDA HHHGFA HHHFDA HHHFFA HHHDGA HHHHBA HHHEFA HHHEFA HHHEDA HHHBAB AAACCH AAADCH AAAECH AAAFFH HHHEFA HHHEFA HHHEFA HHHFGA HHHFEA HHHBEA BBAAAH AAADCH AAADDH AAADDH AAAEDH AAACDH AAADDH AAAGFH GFGHHA HHHEDA AAACDH AAAFDH AAADDH AABHHB AABAAH AAABDH AAABBH HHHFFA HHHDCA GHHHGA HHHCAA AAACCH AAAEDH AAAEDH AAAHHH HHHEEA HHHDEA HHHDEA HHHEEA HHHDEA HHHFGA HHHFGA HHHFFA HHHGFA GHAAAH AAADCH AAACCH AAAEEH HHHGFA HHHEEA HHHGGA HHHBDA HHHFGA HHHEFA HHHDEA AAAHGH HHHEDA HHHAAA AAACCH AAAFEH AABDAH AAAFAH AABFGH AAAAEH AAAHAH AAADBH AAAACH AAACEH AAAECH AAABDH AAACCH AAACCH AAACBH AAACBH AAADDH AAACCH GGHDAA
9,AAAHHE HHHDEA HHHEEA HHHDCA HHHECA BBAACH AABBAH AAABDH AAAHDH AAAEHH AABCAH BBHAHA HHAHAB CDAHFH HHHGGA GGAHHA HHHBHA HHHABA HHAHAB AABHBH EEBAAH BAAHHA HHHFFA HHHFFA HHHBAA AAADDH AABEBH AAADDH AAADCH AAAEHH BAADCH AAABEH GGHHHA AAACCH AAACCH AAACCH AAADBH AAADDH AAACBH AABABH AAACCH HHHDGA HHHEEA HHHCEA HHHAHA HHGHHA HHDAAH AAAEDH BAAABH AAADBH AAADBH AAAHHA HHHGFA HHHDBA HHHFDA HHHGEA HHHGGA HHHGFA HHHFGA HHHAGA BBAABH AAADCH AABFDH HHHFFA HHHFFA HHHFFA HHHAGA BBACHH HHHCGA BBAABH AAADDH EDHHHA HHHFFA HHHCCA AAADDH AACGEH AAAHFH BBBAAH AAACCH BBBAAH AAACCH AAAGEH AAADDH AAAGHH AAAGEH AAADDH AAADCH FGADHH BBACAH AAACBH AAACBH AAACCH
